title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
Day With Elephants,5,12,"    Eco Tours   ,    Nature & Wildlife Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TREKT Himalaya,4.5,30,"    River Rafting & Tubing   ,    Adrenaline & Extreme Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Himalaya Trekking Company,5,13,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shin Haru Treks & Expedition - Day Tours,5,44,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Yak and Yeti Treks and Expedition,5,14,"    Parasailing & Paragliding   ,    Adrenaline & Extreme Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Thamserku,5,10,"    4WD, ATV & Off-Road Tours   ,    Helicopter Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shepherd Holidays,5,12,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HST Adventures,5,10,"    Canyoning & Rappelling Tours   ,    Walking Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Siddha Gufa,4,45,    Other Outdoor Activities     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sherpa Guides Nepal Treks & Expeditions PvtLtd,5,13,"    Walking Tours   ,    Climbing Tours     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northstar Voyage,5,12,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Laser Travel and Tours PLTD,5,11,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Climb High Himalaya,5,21,    Climbing Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Camellia Spa & Healing Center,5,11,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Himalayan Kayak School,5,10,    Lessons & Workshops     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Trek to Nepal,5,11,"    Multi-day Tours   ,    Nature & Wildlife Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Store of Hemp Clothes and Accessories,5,12,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Helpinghand Handicrafts,4.5,21,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
World Alpine Treks,5,9,    Boat Tours     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Reliance Trekking,5,10,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Swan Valley Treks & Expedition,5,23,"    City Tours   ,    Historical & Heritage Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Best Adventure Nepal,5,12,"    River Rafting & Tubing   ,    Adrenaline & Extreme Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Friendly Treks,5,11,"    Cultural Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ideal Nepal Tours and Travels,5,10,"    Multi-day Tours   ,    Motorcycle Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal High Trek & Expedition,5,45,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal Everest Adventures,5,13,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kara Pashmina,5,10,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mount Annapurna Treks & Expedition,5,12,"    River Rafting & Tubing   ,    Cultural Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Asian Adventure Treks and Expedition - Nepal Mountain Flight Day Tours,4.5,15,    Air Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rajendra Ramtel,5,19,"    Hiking & Camping Tours   ,    Private Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Chain    N    Gear Mountain Bikes Tours,5,13,"    Bike Tours   ,    Gear Rentals     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Odyssee Nepal Trekking,5,11,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Taleju Adventure,5,10,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Highland Eco Trek,5,10,"    Cultural Tours   ,    Eco Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
UNLIMITED HIMALAYA ADVENTURES PVT LTD,5,9,"    Multi-day Tours   ,    Bike Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pleasant Path Treks And Expedition,5,11,"    City Tours   ,    Historical & Heritage Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mountain Biking Worldwide,5,10,"    Adrenaline & Extreme Tours   ,    Bike Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Api Himal Treks & Expedition,5,45,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pokhara Mountain Tiger,5,11,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Trek Ways,5,17,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Proud Nepal Travel and Expedition,5,17,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trek with Suraj🇳🇵,5,9,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sasane - Momo Cooking Class,4.5,176,    Cooking Classes     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pranamaya Yoga Studio,5,17,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Himalayan Entrance Treks PvtLtd,5,9,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Evergreen Tours,5,11,"    City Tours   ,    Walking Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nomad   s Land,5,12,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
My Asia Holidays,5,11,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Elephant Tours,5,10,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uma Holidays Travels & Tour,5,10,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Yoga Teacher Training & Retreat Center,5,8,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chamling Cycle Pokhara,5,33,"    Bike Tours   ,    Gear Rentals     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Flyzone Adventure,5,22,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Trekking Encounters Nepal - Day Tours,5,16,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hill   s Way Treks,5,9,"    Private Tours   ,    Day Trips     ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spa Prana,5,17,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Walkabout International,5,9,"    Safaris   ,    Climbing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Lakeside Paragliding,4.5,25,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Kathmandu Sport Climbing Center,5,10,"    Playgrounds   ,    Game & Entertainment Centers     ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ace Heritage Nepal  Private Day Tour,5,16,"    Cultural Tours   ,    Nature & Wildlife Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rustic Himalayan Adventure,5,11,"    River Rafting & Tubing   ,    Bike Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shiva Treks and Expeditions,5,9,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kathmandu Center Of Healing,5,10,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Beauty Spa Hub,4.5,33,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nepal Mountain Lovers Treks and Expedition (P) Ltd Day Tours,5,26,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Explore Dream Nepal Tours,5,8,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure World Club,5,9,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
White Lotus Adventure,5,10,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal Travel Advisor - Lumbini,5,8,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
World Heritage Treks - Private Day Tours,5,18,    Historical & Heritage Tours     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amrit Treks and Expedition,5,42,"    Multi-day Tours   ,    Eco Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Adventure Point,5,12,"    Helicopter Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Kingfisher Adventure & Treks,5,8,"    4WD, ATV & Off-Road Tours   ,    Bike Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Adventure Intl Treks & Expedition,5,16,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Book Cab Now,4.5,13,    Taxis & Shuttles     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Gaurishankar - Day Tours,5,14,"    River Rafting & Tubing   ,    Bike Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Yala Mandala Cafe,4.5,14,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Friendship Trekking Pvt Ltd,5,23,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Alpine Kailash Trek,4.5,14,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Alpine Journeys Treks & Expedition - Private Day Tours,5,11,"    Hiking & Camping Tours   ,    Private Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Vacation Treks & Expedition Pvt Ltd,5,35,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trek and Climb Adventure,5,9,"    4WD, ATV & Off-Road Tours   ,    Climbing Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Guidea Treks & Expedition - Day Tours,4.5,17,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Discover Altitude,5,7,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Holiday Treks and Tours,5,30,"    Historical & Heritage Tours   ,    Eco Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boss Adventure,5,9,"    Cultural Tours   ,    Climbing Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Keep Walking Nepal Treks and Expeditions,5,23,    Climbing Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Hiker Treks Chisapani Private Day Trip,5,17,"    Hiking & Camping Tours   ,    Kayaking & Canoeing     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Jatra Travels,5,9,"    4WD, ATV & Off-Road Tours   ,    Helicopter Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Miteri Nepal International Trekking,5,10,"    Cultural Tours   ,    Walking Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dream Himalaya Adventures Pvt Ltd,5,8,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Himalayan Icefall Trekking,5,9,"    Multi-day Tours   ,    River Rafting & Tubing     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
House of Cashmere NTA,5,12,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Nirvana spa,5,8,    Adrenaline & Extreme Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Explore Vacation Pvt Ltd,5,8,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Mountain Bike Tours,4.5,21,"    Bike Tours   ,    Gear Rentals     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Upper Mustang Treks & Expedition,5,9,"    City Tours   ,    Historical & Heritage Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mega Mount Trekking & Expedition,5,27,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bike Hub,5,9,    Bike Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Beside The Himalayan Treks,5,20,"    Cultural Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Buddha Treks Group,4.5,34,"    Walking Tours   ,    Sightseeing Tours     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Extreme River Rafting Private Day Tours,5,16,    River Rafting & Tubing     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Om Handicrafts,4.5,22,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Female Trek - Day Tours,5,15,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Great Panorama Treks & Expedition,5,39,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepalese Trekking,5,12,    River Rafting & Tubing     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain Miracle Treks and Expedition Pvt Ltd,5,10,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adam Tours & Travels,5,12,    Day Trips     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peregrine Treks and Tours,5,27,"    Helicopter Tours   ,    Adrenaline & Extreme Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Salvation Travel,5,9,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Travel With Me Nepal,5,8,"    4WD, ATV & Off-Road Tours   ,    Walking Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Trail Finder Treks & Expedition,5,9,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Tansen Trek,5,10,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Evergreen Yoga Studio Chitwan,5,16,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Explore Himalayan,5,10,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mustang Mountainbikes,4,33,    Gear Rentals     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Skywalk Paragliding,5,11,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
All Trekker   s Team,5,10,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rainbow Adventure Treks & Tours,4.5,10,"    Multi-day Tours   ,    River Rafting & Tubing     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Explore Pokhara Holiday Adventure,5,7,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalaya Walking Tours and Travels,5,8,"    Historical & Heritage Tours   ,    Climbing Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Silent Yoga Retreat,5,10,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ktenzing Adventure,5,20,"    Climbing Tours   ,    Sightseeing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Off The Beaten Path Trek,5,6,    Hiking Trails     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Footloose in the Himalaya Pvt Ltd,5,10,"    City Tours   ,    River Rafting & Tubing     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Apex Himalaya Treks & Expedition,5,8,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sotai & Kai Therapy Centre,5,17,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nature Expedition Tours,5,8,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Base Camp Excursion,5,20,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Travel to Himalayas Pvt Ltd Nepal; The best operator,5,8,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Red Rose Travel, Tours and Treks PLtd",5,35,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Travel Max Guide - TMG Adventure,5,20,"    Multi-day Tours   ,    Historical & Heritage Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yala Adventure Pvt Ltd,5,7,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Wonders Treks,5,9,"    Hiking Trails   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cultural Treks & Expedition,4.5,15,    Cultural Tours     ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Khumbu Adventures,5,10,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Trail Blazer Travels & Tour P Ltd,5,11,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Pranamaya Yoga,4.5,14,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Namaste Treks,5,10,"    Helicopter Tours   ,    Sightseeing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Everest Tour Nepal Treks & Expedition Pvt Ltd,5,6,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepalese Pashmina & Cashmere Shop,5,8,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crimson Nepal Adventure,5,10,    Cultural Tours     ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Go Trek Nepal Day Tour,5,8,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Himalayan Ski Trek,5,10,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Mountain Company Pvt Ltd,5,7,    Day Trips     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Challenge Treks,5,8,"    Multi-day Tours   ,    River Rafting & Tubing     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Traveller’s Eco Tours,5,7,"    Safaris   ,    Bike Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himal Tourism PvtLtd,5,7,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trexmount Ventures,5,28,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain Routes,5,7,"    Adrenaline & Extreme Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Everest Extreme Adventure,5,7,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Friday Travel Nepal,5,7,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue Lake Travels And Tours Pvt Ltd,5,20,"    Sightseeing Tours   ,    Nature & Wildlife Tours     ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Chitwan Jungle Safari,4.5,17,"    Safaris   ,    Nature & Wildlife Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hidden Journeys Private Day Tours,5,13,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cheap Trip Nepal and Himalaya Adventure Group,5,8,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Best Treks In Nepal -  Nepal Tour Packages : Best Treks Ghorepani Poon Hill Trek,5,7,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hello Travels,5,8,"    Helicopter Tours   ,    Historical & Heritage Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Liquid Bar Namche,5,32,    Bars & Clubs     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Adventure Mountain Treks and Expedition (P) Ltd,5,8,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Neeru   s Spa at Shivapuri Heights Cottage,5,16,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mountain Hawk Aero Sports Club,4.5,20,    Sightseeing Tours     ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HImalayan Glow Treks & Expedition,5,9,"    Cultural Tours   ,    Sightseeing Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
